file_path,label,source,filename,split,npy_path
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_20196_udio_0.mp3,1,SONICS,fake_20196_udio_0.mp3,train,data/processed/ai_songs/fake_20196_udio_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00005.wav,0,GTZAN,jazz.00005.wav,train,data/processed/real_songs/jazz.00005.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_02814_udio_0.mp3,1,SONICS,fake_02814_udio_0.mp3,train,data/processed/ai_songs/fake_02814_udio_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_20826_suno_1.mp3,1,SONICS,fake_20826_suno_1.mp3,train,data/processed/ai_songs/fake_20826_suno_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_03029_udio_1.mp3,1,SONICS,fake_03029_udio_1.mp3,train,data/processed/ai_songs/fake_03029_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_06843_udio_1.mp3,1,SONICS,fake_06843_udio_1.mp3,train,data/processed/ai_songs/fake_06843_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00081.wav,0,GTZAN,metal.00081.wav,train,data/processed/real_songs/metal.00081.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_03432_suno_0.mp3,1,SONICS,fake_03432_suno_0.mp3,train,data/processed/ai_songs/fake_03432_suno_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_02678_udio_1.mp3,1,SONICS,fake_02678_udio_1.mp3,train,data/processed/ai_songs/fake_02678_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00094.wav,0,GTZAN,jazz.00094.wav,train,data/processed/real_songs/jazz.00094.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00095.wav,0,GTZAN,hiphop.00095.wav,train,data/processed/real_songs/hiphop.00095.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00058.wav,0,GTZAN,metal.00058.wav,train,data/processed/real_songs/metal.00058.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00072.wav,0,GTZAN,country.00072.wav,train,data/processed/real_songs/country.00072.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_15608_suno_0.mp3,1,SONICS,fake_15608_suno_0.mp3,train,data/processed/ai_songs/fake_15608_suno_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00054.wav,0,GTZAN,reggae.00054.wav,train,data/processed/real_songs/reggae.00054.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_09239_suno_1.mp3,1,SONICS,fake_09239_suno_1.mp3,train,data/processed/ai_songs/fake_09239_suno_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_04403_udio_1.mp3,1,SONICS,fake_04403_udio_1.mp3,train,data/processed/ai_songs/fake_04403_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_10686_suno_1.mp3,1,SONICS,fake_10686_suno_1.mp3,train,data/processed/ai_songs/fake_10686_suno_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00078.wav,0,GTZAN,blues.00078.wav,train,data/processed/real_songs/blues.00078.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00027.wav,0,GTZAN,country.00027.wav,train,data/processed/real_songs/country.00027.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00077.wav,0,GTZAN,country.00077.wav,train,data/processed/real_songs/country.00077.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00028.wav,0,GTZAN,metal.00028.wav,train,data/processed/real_songs/metal.00028.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_10312_suno_0.mp3,1,SONICS,fake_10312_suno_0.mp3,train,data/processed/ai_songs/fake_10312_suno_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/classical/classical.00012.wav,0,GTZAN,classical.00012.wav,train,data/processed/real_songs/classical.00012.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00069.wav,0,GTZAN,hiphop.00069.wav,train,data/processed/real_songs/hiphop.00069.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_04784_udio_1.mp3,1,SONICS,fake_04784_udio_1.mp3,train,data/processed/ai_songs/fake_04784_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00019.wav,0,GTZAN,blues.00019.wav,train,data/processed/real_songs/blues.00019.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00065.wav,0,GTZAN,country.00065.wav,train,data/processed/real_songs/country.00065.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_04057_udio_1.mp3,1,SONICS,fake_04057_udio_1.mp3,train,data/processed/ai_songs/fake_04057_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00065.wav,0,GTZAN,reggae.00065.wav,train,data/processed/real_songs/reggae.00065.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_19831_suno_1.mp3,1,SONICS,fake_19831_suno_1.mp3,train,data/processed/ai_songs/fake_19831_suno_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_10212_udio_1.mp3,1,SONICS,fake_10212_udio_1.mp3,train,data/processed/ai_songs/fake_10212_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/rock/rock.00016.wav,0,GTZAN,rock.00016.wav,train,data/processed/real_songs/rock.00016.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_16633_udio_1.mp3,1,SONICS,fake_16633_udio_1.mp3,train,data/processed/ai_songs/fake_16633_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00067.wav,0,GTZAN,metal.00067.wav,train,data/processed/real_songs/metal.00067.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_01240_suno_0.mp3,1,SONICS,fake_01240_suno_0.mp3,train,data/processed/ai_songs/fake_01240_suno_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_02667_udio_1.mp3,1,SONICS,fake_02667_udio_1.mp3,train,data/processed/ai_songs/fake_02667_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_23002_suno_0.mp3,1,SONICS,fake_23002_suno_0.mp3,train,data/processed/ai_songs/fake_23002_suno_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_17047_suno_1.mp3,1,SONICS,fake_17047_suno_1.mp3,train,data/processed/ai_songs/fake_17047_suno_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/classical/classical.00095.wav,0,GTZAN,classical.00095.wav,train,data/processed/real_songs/classical.00095.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00092.wav,0,GTZAN,country.00092.wav,train,data/processed/real_songs/country.00092.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00077.wav,0,GTZAN,reggae.00077.wav,train,data/processed/real_songs/reggae.00077.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00021.wav,0,GTZAN,jazz.00021.wav,train,data/processed/real_songs/jazz.00021.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_20015_udio_1.mp3,1,SONICS,fake_20015_udio_1.mp3,train,data/processed/ai_songs/fake_20015_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00035.wav,0,GTZAN,hiphop.00035.wav,train,data/processed/real_songs/hiphop.00035.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00017.wav,0,GTZAN,jazz.00017.wav,train,data/processed/real_songs/jazz.00017.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00084.wav,0,GTZAN,reggae.00084.wav,train,data/processed/real_songs/reggae.00084.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_13799_udio_0.mp3,1,SONICS,fake_13799_udio_0.mp3,train,data/processed/ai_songs/fake_13799_udio_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_10235_udio_1.mp3,1,SONICS,fake_10235_udio_1.mp3,train,data/processed/ai_songs/fake_10235_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00070.wav,0,GTZAN,jazz.00070.wav,train,data/processed/real_songs/jazz.00070.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_02200_suno_1.mp3,1,SONICS,fake_02200_suno_1.mp3,train,data/processed/ai_songs/fake_02200_suno_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00093.wav,0,GTZAN,blues.00093.wav,train,data/processed/real_songs/blues.00093.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00011.wav,0,GTZAN,jazz.00011.wav,train,data/processed/real_songs/jazz.00011.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00073.wav,0,GTZAN,blues.00073.wav,train,data/processed/real_songs/blues.00073.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_11846_udio_0.mp3,1,SONICS,fake_11846_udio_0.mp3,train,data/processed/ai_songs/fake_11846_udio_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/disco/disco.00048.wav,0,GTZAN,disco.00048.wav,train,data/processed/real_songs/disco.00048.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/disco/disco.00053.wav,0,GTZAN,disco.00053.wav,train,data/processed/real_songs/disco.00053.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00097.wav,0,GTZAN,country.00097.wav,train,data/processed/real_songs/country.00097.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_18731_udio_0.mp3,1,SONICS,fake_18731_udio_0.mp3,train,data/processed/ai_songs/fake_18731_udio_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00047.wav,0,GTZAN,reggae.00047.wav,train,data/processed/real_songs/reggae.00047.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_09896_suno_1.mp3,1,SONICS,fake_09896_suno_1.mp3,train,data/processed/ai_songs/fake_09896_suno_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/rock/rock.00069.wav,0,GTZAN,rock.00069.wav,train,data/processed/real_songs/rock.00069.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_18641_udio_0.mp3,1,SONICS,fake_18641_udio_0.mp3,train,data/processed/ai_songs/fake_18641_udio_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_04236_udio_0.mp3,1,SONICS,fake_04236_udio_0.mp3,train,data/processed/ai_songs/fake_04236_udio_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00037.wav,0,GTZAN,blues.00037.wav,train,data/processed/real_songs/blues.00037.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00082.wav,0,GTZAN,metal.00082.wav,train,data/processed/real_songs/metal.00082.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00026.wav,0,GTZAN,reggae.00026.wav,train,data/processed/real_songs/reggae.00026.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_15670_suno_1.mp3,1,SONICS,fake_15670_suno_1.mp3,train,data/processed/ai_songs/fake_15670_suno_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/rock/rock.00099.wav,0,GTZAN,rock.00099.wav,train,data/processed/real_songs/rock.00099.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00043.wav,0,GTZAN,jazz.00043.wav,train,data/processed/real_songs/jazz.00043.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00044.wav,0,GTZAN,metal.00044.wav,train,data/processed/real_songs/metal.00044.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_05822_suno_0.mp3,1,SONICS,fake_05822_suno_0.mp3,train,data/processed/ai_songs/fake_05822_suno_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_14920_udio_1.mp3,1,SONICS,fake_14920_udio_1.mp3,train,data/processed/ai_songs/fake_14920_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/pop/pop.00006.wav,0,GTZAN,pop.00006.wav,train,data/processed/real_songs/pop.00006.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_16942_udio_0.mp3,1,SONICS,fake_16942_udio_0.mp3,train,data/processed/ai_songs/fake_16942_udio_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_09579_udio_1.mp3,1,SONICS,fake_09579_udio_1.mp3,train,data/processed/ai_songs/fake_09579_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_06409_suno_1.mp3,1,SONICS,fake_06409_suno_1.mp3,train,data/processed/ai_songs/fake_06409_suno_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00068.wav,0,GTZAN,country.00068.wav,train,data/processed/real_songs/country.00068.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_13461_suno_0.mp3,1,SONICS,fake_13461_suno_0.mp3,train,data/processed/ai_songs/fake_13461_suno_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/rock/rock.00022.wav,0,GTZAN,rock.00022.wav,train,data/processed/real_songs/rock.00022.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00059.wav,0,GTZAN,metal.00059.wav,train,data/processed/real_songs/metal.00059.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00064.wav,0,GTZAN,hiphop.00064.wav,train,data/processed/real_songs/hiphop.00064.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00098.wav,0,GTZAN,country.00098.wav,train,data/processed/real_songs/country.00098.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00064.wav,0,GTZAN,jazz.00064.wav,train,data/processed/real_songs/jazz.00064.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_10656_udio_1.mp3,1,SONICS,fake_10656_udio_1.mp3,train,data/processed/ai_songs/fake_10656_udio_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/disco/disco.00038.wav,0,GTZAN,disco.00038.wav,train,data/processed/real_songs/disco.00038.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00071.wav,0,GTZAN,country.00071.wav,train,data/processed/real_songs/country.00071.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/classical/classical.00067.wav,0,GTZAN,classical.00067.wav,train,data/processed/real_songs/classical.00067.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_14376_udio_0.mp3,1,SONICS,fake_14376_udio_0.mp3,train,data/processed/ai_songs/fake_14376_udio_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/classical/classical.00016.wav,0,GTZAN,classical.00016.wav,train,data/processed/real_songs/classical.00016.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_22899_suno_1.mp3,1,SONICS,fake_22899_suno_1.mp3,train,data/processed/ai_songs/fake_22899_suno_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00070.wav,0,GTZAN,hiphop.00070.wav,train,data/processed/real_songs/hiphop.00070.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00013.wav,0,GTZAN,jazz.00013.wav,train,data/processed/real_songs/jazz.00013.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00081.wav,0,GTZAN,blues.00081.wav,train,data/processed/real_songs/blues.00081.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_22617_udio_0.mp3,1,SONICS,fake_22617_udio_0.mp3,train,data/processed/ai_songs/fake_22617_udio_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00070.wav,0,GTZAN,reggae.00070.wav,train,data/processed/real_songs/reggae.00070.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_21060_udio_0.mp3,1,SONICS,fake_21060_udio_0.mp3,train,data/processed/ai_songs/fake_21060_udio_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/disco/disco.00096.wav,0,GTZAN,disco.00096.wav,train,data/processed/real_songs/disco.00096.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00016.wav,0,GTZAN,blues.00016.wav,train,data/processed/real_songs/blues.00016.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00069.wav,0,GTZAN,blues.00069.wav,train,data/processed/real_songs/blues.00069.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_00628_suno_0.mp3,1,SONICS,fake_00628_suno_0.mp3,train,data/processed/ai_songs/fake_00628_suno_0.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00011.wav,0,GTZAN,blues.00011.wav,train,data/processed/real_songs/blues.00011.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_03798_suno_1.mp3,1,SONICS,fake_03798_suno_1.mp3,train,data/processed/ai_songs/fake_03798_suno_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00036.wav,0,GTZAN,jazz.00036.wav,train,data/processed/real_songs/jazz.00036.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00021.wav,0,GTZAN,hiphop.00021.wav,train,data/processed/real_songs/hiphop.00021.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_14412_suno_1.mp3,1,SONICS,fake_14412_suno_1.mp3,train,data/processed/ai_songs/fake_14412_suno_1.npy
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00010.wav,0,GTZAN,country.00010.wav,train,data/processed/real_songs/country.00010.npy
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_04211_udio_0.mp3,1,SONICS,fake_04211_udio_0.mp3,train,data/processed/ai_songs/fake_04211_udio_0.npy
