file_path,label,source,filename,split
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_03432_suno_0.mp3,1,SONICS,fake_03432_suno_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_02678_udio_1.mp3,1,SONICS,fake_02678_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00094.wav,0,GTZAN,jazz.00094.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00095.wav,0,GTZAN,hiphop.00095.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00058.wav,0,GTZAN,metal.00058.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00072.wav,0,GTZAN,country.00072.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_15608_suno_0.mp3,1,SONICS,fake_15608_suno_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00054.wav,0,GTZAN,reggae.00054.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_09239_suno_1.mp3,1,SONICS,fake_09239_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_04403_udio_1.mp3,1,SONICS,fake_04403_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_10686_suno_1.mp3,1,SONICS,fake_10686_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00078.wav,0,GTZAN,blues.00078.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00027.wav,0,GTZAN,country.00027.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00077.wav,0,GTZAN,country.00077.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00028.wav,0,GTZAN,metal.00028.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_10312_suno_0.mp3,1,SONICS,fake_10312_suno_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/classical/classical.00012.wav,0,GTZAN,classical.00012.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00069.wav,0,GTZAN,hiphop.00069.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_04784_udio_1.mp3,1,SONICS,fake_04784_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00019.wav,0,GTZAN,blues.00019.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00065.wav,0,GTZAN,country.00065.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_04057_udio_1.mp3,1,SONICS,fake_04057_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00065.wav,0,GTZAN,reggae.00065.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_19831_suno_1.mp3,1,SONICS,fake_19831_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_10212_udio_1.mp3,1,SONICS,fake_10212_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/rock/rock.00016.wav,0,GTZAN,rock.00016.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_16633_udio_1.mp3,1,SONICS,fake_16633_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00067.wav,0,GTZAN,metal.00067.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_01240_suno_0.mp3,1,SONICS,fake_01240_suno_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_02667_udio_1.mp3,1,SONICS,fake_02667_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_23002_suno_0.mp3,1,SONICS,fake_23002_suno_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_17047_suno_1.mp3,1,SONICS,fake_17047_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/classical/classical.00095.wav,0,GTZAN,classical.00095.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00092.wav,0,GTZAN,country.00092.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00077.wav,0,GTZAN,reggae.00077.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00021.wav,0,GTZAN,jazz.00021.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_20015_udio_1.mp3,1,SONICS,fake_20015_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00035.wav,0,GTZAN,hiphop.00035.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00017.wav,0,GTZAN,jazz.00017.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00084.wav,0,GTZAN,reggae.00084.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_13799_udio_0.mp3,1,SONICS,fake_13799_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_10235_udio_1.mp3,1,SONICS,fake_10235_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00070.wav,0,GTZAN,jazz.00070.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_02200_suno_1.mp3,1,SONICS,fake_02200_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00093.wav,0,GTZAN,blues.00093.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00011.wav,0,GTZAN,jazz.00011.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00073.wav,0,GTZAN,blues.00073.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_11846_udio_0.mp3,1,SONICS,fake_11846_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/disco/disco.00048.wav,0,GTZAN,disco.00048.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/disco/disco.00053.wav,0,GTZAN,disco.00053.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00097.wav,0,GTZAN,country.00097.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_18731_udio_0.mp3,1,SONICS,fake_18731_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00047.wav,0,GTZAN,reggae.00047.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_09896_suno_1.mp3,1,SONICS,fake_09896_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/rock/rock.00069.wav,0,GTZAN,rock.00069.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_18641_udio_0.mp3,1,SONICS,fake_18641_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_04236_udio_0.mp3,1,SONICS,fake_04236_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00037.wav,0,GTZAN,blues.00037.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00082.wav,0,GTZAN,metal.00082.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00026.wav,0,GTZAN,reggae.00026.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_15670_suno_1.mp3,1,SONICS,fake_15670_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/rock/rock.00099.wav,0,GTZAN,rock.00099.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00043.wav,0,GTZAN,jazz.00043.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00044.wav,0,GTZAN,metal.00044.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_05822_suno_0.mp3,1,SONICS,fake_05822_suno_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_14920_udio_1.mp3,1,SONICS,fake_14920_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/pop/pop.00006.wav,0,GTZAN,pop.00006.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_16942_udio_0.mp3,1,SONICS,fake_16942_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_09579_udio_1.mp3,1,SONICS,fake_09579_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_06409_suno_1.mp3,1,SONICS,fake_06409_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00068.wav,0,GTZAN,country.00068.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_13461_suno_0.mp3,1,SONICS,fake_13461_suno_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/rock/rock.00022.wav,0,GTZAN,rock.00022.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00059.wav,0,GTZAN,metal.00059.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00064.wav,0,GTZAN,hiphop.00064.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00098.wav,0,GTZAN,country.00098.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00064.wav,0,GTZAN,jazz.00064.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_10656_udio_1.mp3,1,SONICS,fake_10656_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/disco/disco.00038.wav,0,GTZAN,disco.00038.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00071.wav,0,GTZAN,country.00071.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/classical/classical.00067.wav,0,GTZAN,classical.00067.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_14376_udio_0.mp3,1,SONICS,fake_14376_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/classical/classical.00016.wav,0,GTZAN,classical.00016.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_22899_suno_1.mp3,1,SONICS,fake_22899_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00070.wav,0,GTZAN,hiphop.00070.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00013.wav,0,GTZAN,jazz.00013.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00081.wav,0,GTZAN,blues.00081.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_22617_udio_0.mp3,1,SONICS,fake_22617_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00070.wav,0,GTZAN,reggae.00070.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_21060_udio_0.mp3,1,SONICS,fake_21060_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/disco/disco.00096.wav,0,GTZAN,disco.00096.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00016.wav,0,GTZAN,blues.00016.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00069.wav,0,GTZAN,blues.00069.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_00628_suno_0.mp3,1,SONICS,fake_00628_suno_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00011.wav,0,GTZAN,blues.00011.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_03798_suno_1.mp3,1,SONICS,fake_03798_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00036.wav,0,GTZAN,jazz.00036.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00021.wav,0,GTZAN,hiphop.00021.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_14412_suno_1.mp3,1,SONICS,fake_14412_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00010.wav,0,GTZAN,country.00010.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_04211_udio_0.mp3,1,SONICS,fake_04211_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/disco/disco.00044.wav,0,GTZAN,disco.00044.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_01970_suno_1.mp3,1,SONICS,fake_01970_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/country/country.00096.wav,0,GTZAN,country.00096.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/classical/classical.00090.wav,0,GTZAN,classical.00090.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00006.wav,0,GTZAN,reggae.00006.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_06589_udio_0.mp3,1,SONICS,fake_06589_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00003.wav,0,GTZAN,reggae.00003.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00019.wav,0,GTZAN,metal.00019.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/rock/rock.00039.wav,0,GTZAN,rock.00039.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_06456_udio_0.mp3,1,SONICS,fake_06456_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/classical/classical.00085.wav,0,GTZAN,classical.00085.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_11424_suno_1.mp3,1,SONICS,fake_11424_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00056.wav,0,GTZAN,reggae.00056.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_09534_udio_0.mp3,1,SONICS,fake_09534_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/blues/blues.00096.wav,0,GTZAN,blues.00096.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_14916_udio_1.mp3,1,SONICS,fake_14916_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_19137_udio_0.mp3,1,SONICS,fake_19137_udio_0.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_00624_suno_1.mp3,1,SONICS,fake_00624_suno_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/classical/classical.00001.wav,0,GTZAN,classical.00001.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/reggae/reggae.00045.wav,0,GTZAN,reggae.00045.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_03165_udio_1.mp3,1,SONICS,fake_03165_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/hiphop/hiphop.00015.wav,0,GTZAN,hiphop.00015.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/jazz/jazz.00062.wav,0,GTZAN,jazz.00062.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/rock/rock.00061.wav,0,GTZAN,rock.00061.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/awsaf49/sonics-dataset/versions/2/fake_songs/fake_07955_udio_1.mp3,1,SONICS,fake_07955_udio_1.mp3,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/disco/disco.00068.wav,0,GTZAN,disco.00068.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/metal/metal.00064.wav,0,GTZAN,metal.00064.wav,train
/Users/stanleycliu/.cache/kagglehub/datasets/andradaolteanu/gtzan-dataset-music-genre-classification/versions/1/Data/genres_original/disco/disco.00092.wav,0,GTZAN,disco.00092.wav,train
